FOR_Fields_Key,FOR_Field,FOR_Description,FOR_Fields_Time
abe567bae8c2c05953d9f48514b543b8,460306,Image processing,2024-07-10
9bf1531c742724ddbb85f44de35f0264,460307,Multimodal analysis and synthesis,2024-07-10
77dc5a5c94a20ac6886f18fa54b76d3b,460308,Pattern recognition,2024-07-10
ef50ada461a9112c6827819ae0f1bd38,460309,Video processing,2024-07-10
bb099c1dcb5f635fd484a4df6683baa2,460399,Computer vision and multimedia computation not elsewhere classified,2024-07-10
0617d23ff13775e17b695001b75eecb6,460401,Cryptography,2024-07-10
2366459010c3857dad15159c86168943,460402,Data and information privacy,2024-07-10
3ecbe56d2b052f05537ce2308b73c727,460403,Data security and protection,2024-07-10
d875dd95818f771491ae19b3b8b93211,460404,Digital forensics,2024-07-10
a145960ec35c5c9b7e39bc4b0460abb3,460405,Hardware security,2024-07-10
08d4071dee3f9cb03ca14464666ef4d9,460406,Software and application security,2024-07-10
788449010ef90c0a9d0e041f28763fb8,460407,System and network security,2024-07-10
c69c970990b4a73e3a3eb4c6dc1dd911,460499,Cybersecurity and privacy not elsewhere classified,2024-07-10
bbec872686127fe618143a62c57ef16f,460501,Data engineering and data science,2024-07-10
3856646e1100e285e62eda41e026eb0e,460502,Data mining and knowledge discovery,2024-07-10
aa15125da0d2d06f356247099061f134,460503,"Data models, storage and indexing",2024-07-10
937b718dd6b49f4566a095b289acef52,460504,Data quality,2024-07-10
86d6d2bedd87621d32d9cb693a28b73b,460505,Database systems,2024-07-10
ff45df48e132a9dc5de7cf9a492f4f7b,460506,"Graph, social and multimedia data",2024-07-10
ff8ad0a594cd337d80c3627c2b18e16f,460507,Information extraction and fusion,2024-07-10
79229830fed8238c593058bf059f842f,460508,Information retrieval and web search,2024-07-10
da5d880034fcad3cf9ae1badc8171c54,460509,Query processing and optimisation,2024-07-10
70be103f9da9f94ea1b9a7b04099845c,460510,Recommender systems,2024-07-10
54f7802e574390296f72f77216253cec,460511,Stream and sensor data,2024-07-10
5a2f564a61442a6b00aa4bb5b55b0959,460599,Data management and data science not elsewhere classified,2024-07-10
e445d504704b7b4cb3debfa573af07ce,460601,Cloud computing,2024-07-10
a84f253718d4550a91d3bb8ec15c9ae4,460602,Concurrent/parallel systems and technologies,2024-07-10
be2522585d4ebecd844ec079f2ea9cc4,460603,Cyberphysical systems and internet of things,2024-07-10
bf79e27e2f0dc0f28356c7eb18856ef4,460604,Dependable systems,2024-07-10
21e0b38e7208dc926da37a02d0f38c5a,460605,Distributed systems and algorithms,2024-07-10
c51f591594f744496f02875cfa2df77b,460606,Energy-efficient computing,2024-07-10
f368c0801f571e882131cb5a3671dd57,460607,High performance computing,2024-07-10
ceb2d807d9cee742a6832f83354eb5b9,460608,Mobile computing,2024-07-10
95ed2f48ba517c433ac4853afc01673d,460609,Networking and communications,2024-07-10
e0150de3cf45ec87dc05a7d01a3308c3,460610,Operating systems,2024-07-10
05be129bff331670f012747cdb431b93,460611,Performance evaluation,2024-07-10
ea9a293526cdfce7d75b6da1f370fd52,460612,Service oriented computing,2024-07-10
50907393ee5d36f2220939cd0fc2bfab,460699,Distributed computing and systems software not elsewhere classified,2024-07-10
10dcecd86ee33be7a4f1b28277cdf295,460701,Computer aided design,2024-07-10
c71ddc0d7026e5e7339c09a5c0bf87bd,460702,Computer graphics,2024-07-10
a5996316d1f748cfa99cf2d11d962452,460703,Entertainment and gaming,2024-07-10
222d31b02ba4b02e272c493d4a3d8b0a,460704,Interactive narrative,2024-07-10
c2414112b88676c97dd608ca4f7fa03c,460705,Procedural content generation,2024-07-10
879a59984fcf0595f9c6ff19c0e65e2a,460706,Serious games,2024-07-10
354e757095a4ff4f1969c906d019349e,460707,Sound and music computing,2024-07-10
f59f9440302c9cbcb90a0c664feb30d5,460708,Virtual and mixed reality,2024-07-10
b4f6fd1f6ecdb0b2ed486f45c285dc9f,460799,"Graphics, augmented reality and games not elsewhere classified",2024-07-10
a3e1b8754ab41b075a10860506ac553b,460801,Accessible computing,2024-07-10
60b2afa90693e911fe018ce3776fd273,460802,Affective computing,2024-07-10
b714a858eb0d9e1b02acbb15d3d855aa,460803,Collaborative and social computing,2024-07-10
16c8248c596d8a51cb7906842b985b55,460804,Computing education,2024-07-10
0b38bec143b31f0c45fe677d40829762,460805,"Fairness, accountability, transparency, trust and ethics of computer systems",2024-07-10
899d0fdf3553b1986aa53a88f7c214e0,460806,Human-computer interaction,2024-07-10
12941b1fa3addf6f492473dc3c9f9a88,460807,Information visualisation,2024-07-10
8b8a6a452b41fcb90a5ffe5fc18fce61,460808,Mixed initiative and human-in-the-loop,2024-07-10
92bdf5c2099597ca4c9ee79fa4532b99,460809,Pervasive computing,2024-07-10
575b2981df2996aa5fe14a3ae98b7f97,460810,Social robotics,2024-07-10
f5652efdc798e968d9692282110f8130,460899,Human-centred computing not elsewhere classified,2024-07-10
fc59eaa2cca40206ea80b3896967622b,460901,Business process management,2024-07-10
4e9dd863a70f02801a78808daf4aa2e9,460902,Decision support and group support systems,2024-07-10
508384840eea840af59f4bd640b79534,460903,"Information modelling, management and ontologies",2024-07-10
859924ea2a40830a1916dfe517ff7c96,460904,Information security management,2024-07-10
c7a640daf16078650721efe0fd18070c,460905,Information systems development methodologies and practice,2024-07-10
53e6fd3feb4b28136af94576ce80e1a2,460906,Information systems education,2024-07-10
0d58f76d219f25ff8d6a773f4eeb4d0f,460907,Information systems for sustainable development and the public good,2024-07-10
c87299fcabaf7fc8d74e3d04da3af919,460908,Information systems organisation and management,2024-07-10
ee5ac1deacaaa174520e597fa6920053,460909,"Information systems philosophy, research methods and theory",2024-07-10
4dd64d9e476141ccce53065982debfec,460910,Information systems user experience design and development,2024-07-10
a9bbdccc71365007a1fa1c385e552a84,460911,"Inter-organisational, extra-organisational and global information systems",2024-07-10
e3a88099aa1c3f0b9fc504e223398075,460912,Knowledge and information management,2024-07-10
98acbc8504e6285ffb35c533c7a6f2ae,460999,Information systems not elsewhere classified,2024-07-10
87d3ac4e0fa4e204ba98a128b63cd5ab,461001,Digital curation and preservation,2024-07-10
7d8eeb9e2cd483b54737786e2f851757,461002,Human information behaviour,2024-07-10
84d9d199705769ab1853fd6d2c5da0b2,461003,Human information interaction and retrieval,2024-07-10
53a8229920d539249d8420b6575608bc,461004,"Information governance, policy and ethics",2024-07-10
7bdd7f2afd7e1fe1f8421650367e1e20,461005,Informetrics,2024-07-10
da9c986e27ecc4e434717a0ce957df80,461006,Library studies,2024-07-10
7ccb2f9489155da41d73d07f5ff3d9a8,461007,Open access,2024-07-10
0efc822186d214f06e8c98b6a3c51b99,461008,Organisation of information and knowledge resources,2024-07-10
68ff6046d596281e9d8bb7834f271a1e,461009,Recordkeeping informatics,2024-07-10
4802cc68755f0b20c5abf797e763ad14,461010,Social and community informatics,2024-07-10
8a2e0ccdcc1412ff11081b31b38981c1,461099,Library and information studies not elsewhere classified,2024-07-10
692bf0306862812d0a224de0dc658ddf,461101,Adversarial machine learning,2024-07-10
326288e450af6af1e6754d3e29ad1efa,461102,Context learning,2024-07-10
bf1a36df5fd2c034e3a490a130159776,461103,Deep learning,2024-07-10
1ed4f9457e7e4b9fbc8bafa98522b611,461104,Neural networks,2024-07-10
894faf34eb356d01a7c4c4a6949aa56d,461105,Reinforcement learning,2024-07-10
e068ab00893b201ef3f2af18169c5e89,461106,Semi- and unsupervised learning,2024-07-10
0f7fe31bd0c9ea80f8d326c2a9b8ffb5,461199,Machine learning not elsewhere classified,2024-07-10
7eff48aa35561eafde8f0cdef48eb2ec,461201,Automated software engineering,2024-07-10
07daad8734782600592d1c490c9a7c9e,461202,Empirical software engineering,2024-07-10
78e6037fa622a73d64946b942af2b5a8,461203,Formal methods for software,2024-07-10
9d3b6c2b4f3a3a2ccf77622cccd2cb61,461204,Programming languages,2024-07-10
bed7768f28d91265822e084b6e8bba77,461205,Requirements engineering,2024-07-10
ea201e34e0af5093a9c5de1e1120d085,461206,Software architecture,2024-07-10
66df51ba3efd102883b7ff11df98fe27,461207,"Software quality, processes and metrics",2024-07-10
70ad0dd3905d64d43e4a0159a9f83af8,461208,"Software testing, verification and validation",2024-07-10
bf6bd36a3114156e4b24a00ef6267930,461299,Software engineering not elsewhere classified,2024-07-10
bde5103e4878de6b4dd16b3135e70474,461301,"Coding, information theory and compression",2024-07-10
806f54c1d7bce187f4f74693b2847d72,461302,Computational complexity and computability,2024-07-10
3afeeca126b7e595a35e9123b3d3173f,461303,Computational logic and formal languages,2024-07-10
b9557f7a465d86cc131e9b3e867b9349,461304,Concurrency theory,2024-07-10
bbe08cce08a9ac159e21f18308bec60c,461305,Data structures and algorithms,2024-07-10
a308fa4ebc5673537b73cfa054269d67,461306,Numerical computation and mathematical software,2024-07-10
ed9967c2ad0e5d36e2a9d80b4a420277,461307,Quantum computation,2024-07-10
fb9cceb5c5b83e2f19a585c5fa088f22,461399,Theory of computation not elsewhere classified,2024-07-10
f0f2466e720a806a5d18d861e2a62353,469999,Other information and computing sciences not elsewhere classified,2024-07-10
8e699081108e4a5ec74f27d9663f168b,470101,Communication studies,2024-07-10
abfd8fc01e7186a4b9e4dee120d58937,470102,Communication technology and digital media studies,2024-07-10
bea780e1be83ab4a9a79bdee7e4d8cfd,470103,Environmental communication,2024-07-10
2a8ab51ea8205cf36d99bc996322ff42,470104,International and development communication,2024-07-10
c10192fc8842c56e6acaba3a723be032,470105,Journalism studies,2024-07-10
8803f7d722ad96a801027a7832796a0a,470106,Media industry studies,2024-07-10
2120815d27a2d3e58f13cb8bce599a6e,470107,Media studies,2024-07-10
383f2180eecc7f2a94b5ab241176844f,470108,"Organisational, interpersonal and intercultural communication",2024-07-10
80c3bdc6791d2cb75d6310132791b9e8,470199,Communication and media studies not elsewhere classified,2024-07-10
86aea9c0f76470d0cb121cff506a6045,470201,Arts and cultural policy,2024-07-10
68cc0259f4044d7c2dd01a42620bbc39,470202,Asian cultural studies,2024-07-10
fe9bb56d2ba893ebc846eef74f9a7f78,470203,Consumption and everyday life,2024-07-10
b2ba3b9f8631b3951ba97efc642b4c33,470204,Cultural and creative industries,2024-07-10
168b3c8d8e169cb4908759e1f020d0cb,470205,"Cultural studies of agriculture, food and wine",2024-07-10
096d7bf6ef3d5f546c4dc8288653d986,470206,Cultural studies of nation and region,2024-07-10
233f28ef4b11f1037fd744948e1dee09,470207,Cultural theory,2024-07-10
cc692f6ebb1a73270a1b13e7b51d5a1b,470208,"Culture, representation and identity",2024-07-10
96d02e89b5f077dfe1cc60a5b34d74d7,470209,Environment and culture,2024-07-10
b968254ca276bcb0f60cdf324b9b6e5e,470210,Globalisation and culture,2024-07-10
f831720c62edf1d93c12fa71ae8436bf,470211,Migrant cultural studies,2024-07-10
7800b424e622a8b15981431afe3db60c,470212,"Multicultural, intercultural and cross-cultural studies",2024-07-10
c00cb3c5f24fc2a4308098453f3b4c90,470213,Postcolonial studies,2024-07-10
a509ffa31adfe385b30b43ef2315db2a,470214,Screen and media culture,2024-07-10
321e930de2376a54db47e8a6a14ec837,470299,Cultural studies not elsewhere classified,2024-07-10
46ec996a7310a18835196c7e2ac3f0fb,470301,African languages,2024-07-10
8cf441654e351d1c509fa8c7b1386067,470302,Central and Eastern European languages (incl. Russian),2024-07-10
c47e7798b56a5a59275630ddd6cc6b94,470303,Chinese languages,2024-07-10
eb93faf01b9ab5534701eed9dc5146d2,470304,Comparative language studies,2024-07-10
403f2096b18183143ec04f76600b8504,470305,Early English languages,2024-07-10
8fd4ac93e4f37f625adbba3ed995fbb5,470306,English as a second language,2024-07-10
6e20239ebd0f2abd7dd0f6e435250e78,470307,English language,2024-07-10
08944c33675931f0170549c27d58ee76,470308,French language,2024-07-10
906abb11c89f12d1dc35efa81bbee8b0,470309,German language,2024-07-10
9302e40bc1d2834d74c0134344c4b80a,470310,Iberian languages,2024-07-10
925fc31506c1ef7628761c5af25fbe9e,470311,Indian languages,2024-07-10
6d9944d17694e1410648f7b4625a7c02,470312,Indonesian languages,2024-07-10
9e0fbff1116671689ddaf7833d23c323,470313,Italian language,2024-07-10
19c3da120962fcfa6199654d1ee7d532,470314,Japanese language,2024-07-10
feb698c362f2449d31c079e97725efa7,470315,Korean language,2024-07-10
3ccb222c32c55bfade74d9fee4ec792e,470316,Latin and classical Greek languages,2024-07-10
0161f5a44ee4d8b72fd05cbef03ccf6c,470317,Middle Eastern languages,2024-07-10
fb4f7eb9164bac88bc331c03897d2caa,470318,Other Asian languages (excl. South-East Asian),2024-07-10
025f12edb61e7d499e74c0d774b3535d,470319,Other European languages,2024-07-10
a3f53cd0e5bc5111d94a50eb285145c0,470320,South-East Asian languages (excl. Indonesian),2024-07-10
071aed815217b05489e73167339494a7,470321,Translation and interpretation studies,2024-07-10
ab23d514bb083e3e2169f4e70251113c,470399,Language studies not elsewhere classified,2024-07-10
4c2e4b0cdbfe4846c2069d9252a11ae3,470401,Applied linguistics and educational linguistics,2024-07-10
9d3794996387fe0fe8a4dc97077f3c73,470402,Child language acquisition,2024-07-10
b2b9f585dcef469f7d6c5b9851c8eb3e,470403,Computational linguistics,2024-07-10
da6d700ad0d679932650b6bb08d89118,470404,Corpus linguistics,2024-07-10
7c0f7caccd36a57d65aa3c9e6a15b2a2,470405,Discourse and pragmatics,2024-07-10
3903d05fed2fa10d7cb447453ebe3871,470406,"Historical, comparative and typological linguistics",2024-07-10
094d9fb2db603ca1161a5b16528f86ab,470407,Language documentation and description,2024-07-10
0a410d9d616db91224ef948d2bf6803e,470408,Lexicography and semantics,2024-07-10
7840bffedc41ef499af3dc120280c44e,470409,"Linguistic structures (incl. phonology, morphology and syntax)",2024-07-10
36ee1bd752d94fed875ab7a7b754c52b,470410,Phonetics and speech science,2024-07-10
e2fae6714798eca3424bba0e8a49ca1f,470411,Sociolinguistics,2024-07-10
2976ab1911e85cc09245263faaa84782,470499,Linguistics not elsewhere classified,2024-07-10
8d7f30d5283753254a82351e9910b974,470501,African literature,2024-07-10
c0c63fd9650e7e6cd8332eb1dac4a50c,470502,Australian literature (excl. Aboriginal and Torres Strait Islander literature),2024-07-10
f46a5f8f25794d1b9235850f27f5899f,470503,Book history,2024-07-10
dc2a99dccad9537636e1d6d4e68d3344,470504,British and Irish literature,2024-07-10
cc9b0d01ffecbc68addd4ca291c71682,470505,Central and Eastern European literature (incl. Russian),2024-07-10
068c774ce5e4cb06016dd93716c1f3ff,470506,Children's literature,2024-07-10
c43ceded7ed607690e5d84f14a0272c6,470507,Comparative and transnational literature,2024-07-10
95750a06685a0f645897222150ca0ce6,470508,Digital literature,2024-07-10
15388ed81de6016c3eb73bdb20c25fd3,470509,Ecocriticism,2024-07-10
f778981ca703f141f5d054746a6b8b0c,470510,Indian literature,2024-07-10
b9962b19b7bd7cf30025ccb4a5641d53,470511,Indonesian literature,2024-07-10
d2da2062e5cf0a6f4711668e7f32d778,470512,Korean literature,2024-07-10
54c2d0fe381596512c6050595399f19d,470513,Latin and classical Greek literature,2024-07-10
2780e62b71f4cededbd00c6a84e5fc74,470514,Literary theory,2024-07-10
5391d2294477b580cf7e2e2cf495c4d7,470515,Literature in Chinese,2024-07-10
2b874e7fd70ddbeafaf75e3c65722253,470516,Literature in French,2024-07-10
dc83d461499cad6ff88778bf44e577df,470517,Literature in German,2024-07-10
7aef3efc35b20f5f2b7ebd746ac76cbc,470518,Literature in Italian,2024-07-10
d36cff8c23a0244dc9e88ad14b2e4613,470519,Literature in Japanese,2024-07-10
981f29c38cf3b0f63f3b7ac8d476426f,470520,Literature in Spanish and Portuguese,2024-07-10
fd4d6bf3230008e5ef6063e063bca24e,470521,Middle Eastern literature,2024-07-10
2b4c27ba2c176de645eff65eb4f85f3f,470522,New Zealand literature (excl. Māori literature),2024-07-10
7f30aa5504c86d20770f25a501fceb1e,470523,North American literature,2024-07-10
405b981b2aec58fca39953f820c946e2,470524,Other Asian literature (excl. South-East Asian),2024-07-10
b0200f616397a81f295fe7cf5e1f61ad,470525,Other European literature,2024-07-10
590e7d5a31653b77b634da1e7931fe3b,470526,Other literatures in English,2024-07-10
6eda06fdb0a18c9f684b3326e9f561ea,470527,Popular and genre literature,2024-07-10
3bff7f735e70d882e986f7133cdd481f,470528,Print culture,2024-07-10
a85d58172c540f9e670d94195583aa43,470529,South-East Asian literature (excl. Indonesian),2024-07-10
f0849f577b8feefed28f9b95c1a411b3,470530,Stylistics and textual analysis,2024-07-10
498a82c5e6db42f9541bbb6e447ca954,470531,Young adult literature,2024-07-10
7ffb0d3bfafe29dcf93c3154a2d75fb9,470599,Literary studies not elsewhere classified,2024-07-10
b2443657f4d85471077f101d1c940f53,479999,"Other language, communication and culture not elsewhere classified",2024-07-10
3026e6609f5a77124ecaac63cc2c5798,480101,"Banking, finance and securities law",2024-07-10
6ef3742341b240a158e13e637c2f82e7,480102,Commercial law,2024-07-10
e24fc73cf4d574c17eeb75682c0c39cf,480103,Corporations and associations law,2024-07-10
5abfc16c8c89dac098d3014c4f079eaf,480104,Labour law,2024-07-10
7a32984c3b95d368fe345bdd592479a4,480105,Not-for-profit law,2024-07-10
faee81f9063a26c3c9091e5e2608f225,480106,Taxation law,2024-07-10
8c95cfe46434e0bae3149abc5e6fca27,480199,Commercial law not elsewhere classified,2024-07-10
5ef45f229a9e4a24d98681c21fc00f0f,480201,Animal law,2024-07-10
3fd6b4853f71b64d27578fe67419c9c6,480202,Climate change law,2024-07-10
4ddf1ce1886a05651dc6c5cba6370d7e,480203,Environmental law,2024-07-10
c29521f88a6d9818957993fcc90b4177,480204,"Mining, energy and natural resources law",2024-07-10
c6274a6bead7b3ed2c171471d3e22ffa,480299,Environmental and resources law not elsewhere classified,2024-07-10
707b06a147d1e384ef25d4719db17301,480301,Asian and Pacific law,2024-07-10
f41d13901a581ba64c50f02863955c93,480302,Comparative law,2024-07-10
24d7d825966a2a7da8a421870eefa9dc,480303,Conflict of laws (incl. private international law),2024-07-10
537bdf132b85bb9bffe8e79413835f39,480304,European Union law,2024-07-10
4fa66beac32c7e6c12d3483cb4495b11,480305,International arbitration,2024-07-10
189fb38db8055ab5d9da04d96b1d62af,480306,International criminal law,2024-07-10
d0578e406dd0542ef77b0befae51a632,480307,International humanitarian and human rights law,2024-07-10
3d7deb3cf6cf645be19af6d89192a52d,480308,International trade and investment law,2024-07-10
b194a5eccde77b567c2ad68ee6aec879,480309,Ocean law and governance,2024-07-10
123f0f0794db422e347848e6cf37caff,480310,Public international law,2024-07-10
1710696d8c3daacd310333016d48eff1,480311,"Space, maritime and aviation law",2024-07-10
df8fc1f475e4aa8d676d70f8cbc012a0,480399,International and comparative law not elsewhere classified,2024-07-10
03aace3d7e5a5944fccd6dd8bd52f640,480401,Criminal law,2024-07-10
41ffd01d7c334fde31586707c69786ad,480402,Family law,2024-07-10
31a080604bd54736dedd3a1ade089201,480403,Law and humanities,2024-07-10
2dd35864ea49f5015e2dc8e85af0c6e1,480404,Law and religion,2024-07-10
00f39943c0aa833aaeb5fdcc41ac6296,480405,Law and society and socio-legal research,2024-07-10
eec1de13afb0f1cc815002be8cbaf2de,480406,Law reform,2024-07-10
2bce9dcb5a20b28f88abc90b5839139b,480407,"Law, gender and sexuality (incl. feminist legal scholarship)",2024-07-10
1868761cf6b44f92d6e1c8d639691ac2,480408,"Law, science and technology",2024-07-10
c5f3345f404cec1ca28616b65d628bc5,480409,Legal education,2024-07-10
a1f92751dcc292740312163270b96e36,480410,"Legal theory, jurisprudence and legal interpretation",2024-07-10
78f0303c2ba9d5a6e2310bd5835d2f24,480411,Media and communication law,2024-07-10
68df68a9c243f7f2c7ea3f6516fdff97,480412,Medical and health law,2024-07-10
19a3d8ec3f8202737aa1411fea1cc5ce,480413,"Race, ethnicity and law",2024-07-10
02b0e75b847290e3289fc138be4459b0,480414,Sports law,2024-07-10
204705269584fc2e7c733fab8cbb5c8a,480499,Law in context not elsewhere classified,2024-07-10
fe2d9938f8a1f645655aca5e7d7b3f7a,480501,Access to justice,2024-07-10
d3598f10e7bac32c49f22aa4df1d001d,480502,Civil procedure,2024-07-10
af4a33ea4a6b681fe0ee592a4e6577aa,480503,Criminal procedure,2024-07-10
2d998fea456d859e941825ac5237a282,480504,Legal institutions (incl. courts and justice systems),2024-07-10
ef08443c98a5d443b2d99a0e394037fe,480505,"Legal practice, lawyering and the legal profession",2024-07-10
0476e4811b3bbeb173c8aa7cd4cf2408,480506,"Litigation, adjudication and dispute resolution",2024-07-10
728b4d334a1c026c4f7204fccff7b9c3,480507,Youth justice,2024-07-10
23feb21660f5dbb320a06f3123f0ae39,480599,Legal systems not elsewhere classified,2024-07-10
6afdc223ebead8898af94212f5e66aed,480601,Contract law,2024-07-10
c28aad6cc5e2f97943db307206a4afed,480602,Equity and trusts law,2024-07-10
09efe59489a4055994b543bcbcd92f50,480603,Intellectual property law,2024-07-10
16452a88fa786a557314323acac92a70,480604,Property law (excl. intellectual property law),2024-07-10
363776d7e5e4f5ad6841f2c60f45a860,480605,Tort law,2024-07-10
014c7a436186d81e7a0769d032a743f4,480699,Private law and civil obligations not elsewhere classified,2024-07-10
248dd8eee53a6bc068045481f6338fda,480701,Administrative law,2024-07-10
e79f071b2345748dbf1b9a545545a5c4,480702,Constitutional law,2024-07-10
c2cc3c3e42245111eeb4b0f0592c735f,480703,Domestic human rights law,2024-07-10
e85faef0eeee2bcc0048376a883f8a23,480704,"Migration, asylum and refugee law",2024-07-10
b674376cf895a714b82b7ef15fe4c9fe,480705,Military law and justice,2024-07-10
f92a726753223cb71da6afcf5f586df9,480706,Privacy and data rights,2024-07-10
3532abfd3d81ef324751784376f5537a,480707,"Welfare, insurance, disability and social security law",2024-07-10
1bc1e7315351b82ba9671ce6d5667a69,480799,Public law not elsewhere classified,2024-07-10
9bd41b9a7b2dcda4e8a3462228fe2ea1,489999,Other law and legal studies not elsewhere classified,2024-07-10
664065dcee26108c76b0c24585eff1e3,490101,Approximation theory and asymptotic methods,2024-07-10
f6d8faf809364f75ac5b3c5bee0a7efa,490102,Biological mathematics,2024-07-10
205717ccd68b8ab6fbad49b7ee501f48,490103,"Calculus of variations, mathematical aspects of systems theory and control theory",2024-07-10
f7c854282551503e825a1cd258f39446,490104,Complex systems,2024-07-10
469445971a83031775a78fdda487cabd,490105,Dynamical systems in applications,2024-07-10
15a743f6d3c1c0b6cfa0b75e1385e5e2,490106,Financial mathematics,2024-07-10
006594001b34f460d8e1aace2de6ae8a,490107,Mathematical methods and special functions,2024-07-10
adbf3a7fac7468f6368df484eadd2aa5,490108,Operations research,2024-07-10
0e9ec4d44521233deb307c10973b3e01,490109,Theoretical and applied mechanics,2024-07-10
74604030d65edba1bb9a9504a1bb597b,490199,Applied mathematics not elsewhere classified,2024-07-10
9b4d44e0e4a3693b643245914bb5b57f,490201,Algebraic structures in mathematical physics,2024-07-10
1205d36afff722902942a59a3b23a26e,490202,Integrable systems (classical and quantum),2024-07-10
32df24c5a2d9cc2493249bac504fff89,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",2024-07-10
b6aa949ff39d906c623f4764a42e453c,490204,Mathematical aspects of general relativity,2024-07-10
97f7e1c566165ab42be4472b0d8e273d,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",2024-07-10
24612699cdd64904f87b62fedd641aca,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",2024-07-10
fa5f5592db4074533e03615b41cb0ca8,490299,Mathematical physics not elsewhere classified,2024-07-10
92242701bbb8adcd2e6a2532345c0cee,490301,Experimental mathematics,2024-07-10
e3f392fe3b52e08958ca88e7d1253038,490302,Numerical analysis,2024-07-10
7ce14177491be42b172b4f0beeebecc0,490303,Numerical solution of differential and integral equations,2024-07-10
cb1a830092ae9a403eff26124c2e3c4f,490304,Optimisation,2024-07-10
c7867808f2b0aedfd743c7fc56cfb747,490399,Numerical and computational mathematics not elsewhere classified,2024-07-10
eab14833b2df7fb82ea544c290f36609,490401,Algebra and number theory,2024-07-10
c788273e3e7705333b09626b41d75b86,490402,Algebraic and differential geometry,2024-07-10
2d114428632094bdb41aaa9ed547124c,490403,"Category theory, k theory, homological algebra",2024-07-10
b755bf135b650808661bfa4d4451ae0b,490404,Combinatorics and discrete mathematics (excl. physical combinatorics),2024-07-10
30b8881309b43a1b861244174ec46949,490405,Group theory and generalisations,2024-07-10
44dd8dc24dd9c680a87412f6d72bba21,490406,"Lie groups, harmonic and Fourier analysis",2024-07-10
6c6a295806d4572f956bd1e856b776df,490407,"Mathematical logic, set theory, lattices and universal algebra",2024-07-10
cd2d8bc852806754cd29b9cbab55c08c,490408,Operator algebras and functional analysis,2024-07-10
ea0aaf73bb26e570e340382669488bae,490409,"Ordinary differential equations, difference equations and dynamical systems",2024-07-10
93dd4de0b92143e4c8ab8d7d3069ec36,490410,Partial differential equations,2024-07-10
29b2b50b8c50d53966b8f36c92d27ef6,490411,Real and complex functions (incl. several variables),2024-07-10
267aaecd3b232b9b13dfa5f34daf9d9b,490412,Topology,2024-07-10
a715ea4496d3874367811a234aa4fb9c,490499,Pure mathematics not elsewhere classified,2024-07-10
1bca9652cb7f1fe988aceb92dab8bd3d,490501,Applied statistics,2024-07-10
e3278d42aa893c8c5eebffe81d6fbc1a,490502,Biostatistics,2024-07-10
9ac2d893188e29d1f01c5b7fa2685fba,490503,Computational statistics,2024-07-10
a3a9b72689cb24bf12206d145e069698,490504,"Forensic evaluation, inference and statistics",2024-07-10
6f964bb6f5761b2a886f03c529b9e1f4,490505,Large and complex data theory,2024-07-10
8ea1808b4c4a51c515becd070599d37f,490506,Probability theory,2024-07-10
3739ef48fc3c0c057b5cb1652e9a2a05,490507,Spatial statistics,2024-07-10
3a0fa211d4079fc44eb4df291f6daefd,490508,Statistical data science,2024-07-10
438e440ef8e562c0701b0963a3e2581b,490509,Statistical theory,2024-07-10
fe226eaf279334a05b4ee90b9112b23c,490510,Stochastic analysis and modelling,2024-07-10
5d54a258f44e56f3cf6c6b349589caf2,490511,Time series and spatial modelling,2024-07-10
e9064e7a2d5a191ef3ec977960111ab0,490599,Statistics not elsewhere classified,2024-07-10
cde600c7d5e3e821f716845fb1e85786,499999,Other mathematical sciences not elsewhere classified,2024-07-10
148dd4ba1f7451cdac11c37ea1ae7928,500101,Bioethics,2024-07-10
b6a226a50efb9b025595a6c6c3a0ef12,500102,Business ethics,2024-07-10
4f0aa900e20fb8edad3b4ba01cdde313,500103,Ethical use of new technology,2024-07-10
0c5a2ec1a8e7e28151fe82e94179520d,500104,Human rights and justice issues (excl. law),2024-07-10
7cf2b0f3ec51da9a73c48523ca8e2076,500105,Legal ethics,2024-07-10
222f5ab7f20e0a0d11e17497fa065aab,500106,Medical ethics,2024-07-10
60b1fb8bacee7ef0efa51e03bbae7704,500107,Professional ethics,2024-07-10
585053aa182bf7087d9605e74a0deca3,500199,Applied ethics not elsewhere classified,2024-07-10
e7cfb492001e1066c8a2e3407801c28e,500201,History and philosophy of engineering and technology,2024-07-10
58112d81e1a0b6d54a25a9a30185b0f3,500202,History and philosophy of law and justice,2024-07-10
9f3d891c5b795131e8162eecbee2a4b4,500203,History and philosophy of medicine,2024-07-10
82923fafe9651eb23a2ae21af02b55e7,500204,History and philosophy of science,2024-07-10
5a67997b353ae2cd701b87d31c4be257,500205,History and philosophy of the humanities,2024-07-10
d28eaaaa5a2714b8e8b08960655b794a,500206,History and philosophy of the social sciences,2024-07-10
1d2a6da4e9246ae77a16b734f75ff700,500207,History of ideas,2024-07-10
00301f9e15ee2e1ce5cf36e6804a80b0,500208,History of philosophy,2024-07-10
5bfe8cfa45bf311f20019342a52017fe,500299,History and philosophy of specific fields not elsewhere classified,2024-07-10
528e48d02339717013bba6e3daaaabf8,500301,Aesthetics,2024-07-10
f819c66b2129302db5285133da68b857,500302,Critical theory,2024-07-10
